[00:03:31] [Server thread/INFO]: Jimmy[local] logged in with entity id 88548 at (481.69999998807907, 86.1875, 1309.699999988079)
[00:03:31] [Server thread/INFO]: Jimmy joined the game
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 24 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 10 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 160, 243, 220]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 20 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 20 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 20 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 20 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 20 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 10 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 10 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 10 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 10 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 10 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 18 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 24 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 24 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 24 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 24 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 24 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 11 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 48 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 48 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 48 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 48 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 48 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 15 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 15 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 15 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 15 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 15 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:45] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 11 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 11 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 11 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 11 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 11 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 13 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 9 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 8 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 7 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 6 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 5 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 4 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 3 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Successfully filled 2 block(s)]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 160, 243, 231]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 160, 246, 231]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 160, 249, 231]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 160, 252, 231]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 160, 255, 231]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 165, 243, 231]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 167, 243, 229]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 169, 243, 227]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Summoned new Zombified Piglin]
[00:38:46] [Server thread/INFO]: [FxxkingPanda23: Changed the block at 106, 255, 252]
[00:39:04] [Server thread/INFO]: [FxxkingPanda23: Set own game mode to Survival Mode]
[00:40:57] [Server thread/INFO]: Mattiu04 lost connection: Disconnected
[00:40:57] [Server thread/INFO]: Mattiu04 left the game
[00:41:39] [Server thread/INFO]: Mattiu04[/100.84.128.80:50515] logged in with entity id 129596 at (142.05000001192093, 241.0, 207.30000001192093)
[00:41:39] [Server thread/INFO]: Mattiu04 joined the game
[00:41:46] [Server thread/INFO]: Mattiu04 was squished too much
